;evt_type_num;1103_prev;1103_post;1109_prev;1109_post;1111_prev;1111_post;1113_prev;1113_post;1115_prev;1115_post;1117_prev;1117_post;1119_prev;1119_post;1121_prev;1121_post;1123_prev;1123_post;1125_prev;1125_post;1134_prev;1134_post;1136_prev;1136_post;1164_prev;1164_post;1166_prev;1166_post;1170_prev;1170_post;1178_prev;1178_post;1180_prev;1180_post;1182_prev;1182_post;1188_prev;1188_post;1190_prev;1190_post;1196_prev;1196_post;1210_prev;1210_post;1216_prev;1216_post;1218_prev;1218_post;1487_prev;1487_post;1972462773_prev;1972462773_post;2884620857_prev;2884620857_post;3246631463_prev;3246631463_post;4464520745_prev;4464520745_post;5281267026_prev;5281267026_post;5465536958_prev;5465536958_post;5465551953_prev;5465551953_post;5465600229_prev;5465600229_post;6029388272_prev;6029388272_post;6064027586_prev;6064027586_post;6064027597_prev;6064027597_post;6064061663_prev;6064061663_post;6064071199_prev;6064071199_post;6064100661_prev;6064100661_post;6064411646_prev;6064411646_post;6066147434_prev;6066147434_post;6071542409_prev;6071542409_post;6072675642_prev;6072675642_post;6074370064_prev;6074370064_post;6082462464_prev;6082462464_post;6097787339_prev;6097787339_post;6100944762_prev;6100944762_post;6100954493_prev;6100954493_post;6100958508_prev;6100958508_post;6100971872_prev;6100971872_post;6100986271_prev;6100986271_post;6100996664_prev;6100996664_post;6101017092_prev;6101017092_post;6101025570_prev;6101025570_post;6101071505_prev;6101071505_post;6101130962_prev;6101130962_post;6101688611_prev;6101688611_post;6101705982_prev;6101705982_post;6101798974_prev;6101798974_post;6103192580_prev;6103192580_post;6108364993_prev;6108364993_post;6108824655_prev;6108824655_post;6111532602_prev;6111532602_post;6111932208_prev;6111932208_post;6112341779_prev;6112341779_post;6112715950_prev;6112715950_post;6112959031_prev;6112959031_post;6113912545_prev;6113912545_post;6368901817_prev;6368901817_post;7163029317_prev;7163029317_post;7604445879_prev;7604445879_post;7604684006_prev;7604684006_post;7691882320_prev;7691882320_post;7699615719_prev;7699615719_post;890896994_prev;890896994_post;890904439_prev;890904439_post;9092741870_prev;9092741870_post;9092758665_prev;9092758665_post;MAIN_OPERATION;ROLE_COUNT;FLAG_ID_STORNO_APPROVE;STORNO_APPROVE_FLAG;FLAG_BK_PIN;BK_PIN_FLAG
10514;1;1.0;0.0;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;1.0;1.0;;;;;;;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;0.0;;;;;1;1;;0;;0
4667;7;1.0;0.0;1.0;1.0;;;;;;;;;;;;;1;0;2.0;4.0;1.0;3.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;2.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;0.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
6321;4;0.0;1.0;0.0;1.0;0.0;2.0;;;;;;;;;;;1;0;;;2.0;0.0;0.0;2.0;;;;;11.0;6.0;;;;;;;;;;;;;;;8.0;0.0;;;;;;;;;3.0;1.0;;;11.0;6.0;;;;;;;;;;;;;;;;;3.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;1.0;5.0;1.0;;;;;0;0;;0;;0
11090;12;1.0;1.0;0.0;2.0;;;0.0;1.0;;;;;;;;;1;0;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;904010431;1;;0
3420;3;4.0;2.0;3.0;2.0;0.0;1.0;1.0;1.0;;;;;;;;;1;2;;;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;1543372865;1;;0
10384;1;6.0;2.0;5.0;2.0;0.0;1.0;0.0;5.0;;;;;;;;;1;1;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;8637924655;1;;0
11943;7;1.0;0.0;;;;;;;;;;;;;;;1;0;;;1.0;0.0;1.0;0.0;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
8125;4;1.0;0.0;1.0;0.0;1.0;0.0;;;;;;;1.0;0.0;;;1;0;1.0;0.0;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;0;1;;0;4990664904;1
2603;14;;;;;;;;;;;;;;;;;5;0;3.0;0.0;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;3.0;2.0;;;;;;;;;6.0;2.0;;;;;;;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;1.0;0.0;;;;;0;0;;0;;0
8382;8;1.0;0.0;;;1.0;0.0;;;;;;;;;4.0;0.0;1;0;;;1.0;1.0;;;;;;;6.0;1.0;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;6.0;1.0;;;1.0;0.0;;;;;;;;;;;;;7.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
4119;3;1.0;3.0;0.0;4.0;0.0;1.0;;;;;;;;;;;3;0;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;12.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;0;1;3364064083;1;;0
6007;18;1.0;0.0;;;;;;;;;;;;;3.0;0.0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;4131870835;1;;0
3890;7;1.0;0.0;;;;;;;;;;;;;;;1;0;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
6697;5;6.0;0.0;3.0;1.0;2.0;0.0;;;;;;;;;;;4;0;4.0;2.0;1.0;0.0;1.0;1.0;;;;;1.0;1.0;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;1.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;;0;4252126837;1
7470;11;;;;;;;;;;;;;;;;;1;0;7.0;2.0;1.0;1.0;1.0;0.0;;;;;1.0;0.0;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;6.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;0;0;;0;4427041006;1
3726;4;;;;;;;;;;;;;;;;;1;0;1.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;1.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
6536;7;1.0;0.0;;;;;;;;;;;;;;;1;0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
1771;5;;;;;;;;;;;;;;;;;2;0;;;;;4.0;1.0;;;;;11.0;2.0;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;11.0;2.0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
10815;12;3.0;1.0;2.0;1.0;5.0;0.0;;;;;;;;;;;2;0;4.0;2.0;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;;0;;0
8126;8;1.0;0.0;0.0;1.0;;;;;;;;;;;;;1;0;;;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
11570;7;;;;;;;;;;;;;3.0;0.0;;;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
1908;1;1.0;0.0;0.0;1.0;;;;;;;;;;;;;1;0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;9.0;2.0;;;;;;;;;3.0;0.0;;;;;;;5.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;0.0;4.0;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;0;1;;0;;0
684;4;1.0;0.0;1.0;0.0;4.0;0.0;;;;;;;;;;;1;0;1.0;1.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;3.0;2.0;;;;;;;;;;;;;;;;;0.0;2.0;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;10504688072;1
3141;3;1.0;0.0;;;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1376125435;1;;0
8598;5;3.0;1.0;3.0;1.0;;;;;;;;;;;;;1;0;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;5584254502;1;;0
2046;11;2.0;1.0;1.0;2.0;;;;;;;1.0;0.0;1.0;0.0;;;1;0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;11172073904;1;;0
3274;5;1.0;1.0;1.0;1.0;;;;;;;;;;;1.0;0.0;4;2;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
1716;13;4.0;0.0;2.0;2.0;;;;;;;;;;;;;2;0;4.0;0.0;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;2.0;;;;;;;;;;;;;;;0;2;;0;;0
547;7;2.0;0.0;0.0;1.0;;;0.0;3.0;;;;;;;;;2;1;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
9736;5;1.0;0.0;0.0;1.0;;;;;;;;;;;;;2;1;4.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;1.0;0.0;;;;;0;1;;0;8242761840;1
7885;5;;;;;;;;;;;;;;;;;2;0;;;;;3.0;1.0;;;;;10.0;1.0;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;10.0;1.0;;;;;;;;;;;;;;;;;2.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;0;0;;0;;0
12623;1;1.0;0.0;0.0;1.0;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;3.0;;;;;;;;;;;;;;;;;1.0;2.0;;;;;;;;;;;;;0.0;2.0;;;;;;;;;;;;;;;;;;;;;;;0.0;12.0;;;6.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
4924;4;2.0;1.0;2.0;1.0;0.0;1.0;1.0;0.0;;;;;;;;;2;1;2.0;0.0;0.0;1.0;1.0;0.0;;;;;3.0;0.0;;;;;;;;;;;;;;;6.0;0.0;1.0;0.0;;;;;;;;;1.0;0.0;3.0;0.0;;;3.0;0.0;;;;;;;;;;;;;8.0;3.0;;;;;;;;;;;;;;;4.0;0.0;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
10100;1;1.0;1.0;;;;;;;;;;;;;;;2;0;;;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;9.0;1.0;;;;;;;;;;;;;;;;;8.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
1639;2;5.0;1.0;5.0;3.0;;;;;;;;;2.0;2.0;;;1;0;;;0.0;1.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;0;2;;0;;0
1302;1;3.0;2.0;1.0;2.0;;;1.0;0.0;;;;;;;;;2;0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;2.0;2.0;;;;;;;;;;;;;;;1.0;0.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
11115;1;1.0;0.0;0.0;1.0;;;;;;;;;;;;;1;0;;;;;1.0;0.0;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
3061;11;1.0;0.0;0.0;1.0;;;;;;;;;;;;;1;0;3.0;0.0;11.0;2.0;0.0;1.0;;;;;1.0;1.0;;;;;;;;;;;;;;;15.0;4.0;;;;;;;;;;;;;1.0;1.0;;;;;;;;;;;;;;;;;11.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;1317556749;1;;0
7567;7;;;;;;;;;;;;;0.0;6.0;;;4;0;4.0;0.0;;;;;;;;;22.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.0;2.0;;;;;;;;;;;;;;;;;4.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
2356;13;2.0;0.0;0.0;1.0;;;;;;;;;;;;;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;0;1;;0;;0
4298;5;1.0;0.0;0.0;1.0;;;;;;;;;;;;;2;0;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;3.0;0.0;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;2.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;0;1;;0;;0
2162;4;1.0;0.0;;;;;;;;;;;;;;;1;0;;;;;;;;;;;19.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
1054;16;1.0;0.0;0.0;1.0;;;;;;;;;;;;;1;0;;;2.0;1.0;3.0;3.0;;;;;7.0;3.0;;;;;;;;;;;1.0;0.0;;;3.0;4.0;;;;;;;;;;;;;7.0;2.0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
3831;3;1.0;0.0;;;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
6;6;1.0;0.0;;;;;;;;;;;;;;;2;0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;5.0;0.0;;;;;;;;;1.0;3.0;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;1;1;;0;;0
9763;11;1.0;2.0;0.0;3.0;0.0;2.0;;;;;;;;;2.0;5.0;1;1;6.0;5.0;;;1.0;0.0;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;1.0;0.0;;;;;;;;;;;;;7.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;8259108664;1;8258990522;1
9246;16;0.0;1.0;;;;;;;;;;;;;;;1;0;2.0;1.0;0.0;1.0;1.0;0.0;;;;;10.0;0.0;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;11.0;0.0;;;1.0;0.0;;;;;;;;;;;;;3.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;7917552910;1;;0
11753;1;1.0;0.0;;;;;;;;;;;;;;;2;0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
11217;21;1.0;0.0;;;;;;;;;;;;;;;1;0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;1.0;0.0;;;;;1;1;9120030087;1;;0
563;1;1.0;0.0;0.0;1.0;;;;;;;;;;;;;1;0;1.0;0.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;10414700409;1
7370;1;1.0;0.0;0.0;1.0;;;;;;;;;;;;;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
4874;26;2.0;1.0;2.0;3.0;;;1.0;0.0;;;;;;;;;1;0;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;3689662546;1;;0
11571;5;2.0;1.0;1.0;1.0;1.0;0.0;;;;;;;;;;;1;1;7.0;2.0;;;1.0;1.0;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;10.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;9335171469;1;9335041425;1
12178;4;4.0;0.0;4.0;0.0;;;;;;;;;;;;;4;0;3.0;0.0;3.0;3.0;1.0;1.0;;;;;2.0;1.0;;;;;;;;;;;;;;;9.0;6.0;;;;;;;;;2.0;0.0;;;2.0;1.0;;;;;;;;;;;;;;;;;9.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;2.0;1.0;;;;;0;0;;0;9724061508;1
10019;25;;;0.0;1.0;;;;;;;;;;;;;1;1;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;;0;;0
5876;5;0.0;1.0;;;;;;;;;;;;;;;2;0;0.0;2.0;1.0;0.0;2.0;1.0;;;;;8.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;3.0;1.0;;;8.0;1.0;;;0.0;1.0;;;;;;;;;;;;;6.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.0;1.0;2.0;0.0;;;;;0;0;;0;;0
2779;16;4.0;0.0;3.0;1.0;;;;;;;;;;;;;2;0;0.0;2.0;1.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;1.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;1214418226;1;;0
9177;11;2.0;1.0;0.0;1.0;;;0.0;1.0;;;;;;;;;1;0;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;2.0;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;7896143644;1;;0
7899;7;1.0;0.0;;;;;;;;;;;;;;;3;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;1;;0;;0
